Unnamed: 0,Event Title,Event Date,Player Name,Score,Round,Pars,Scores,Hole,Double_Eagle_or_Better,Eagle,Birdie,Par,Bogey,Double_Bogey,Worse_than_Double_Bogey,Hole_in_1,Score_Relative_to_Par,Cumulative_Score,Streak_of_3_Birdies_or_Better,Bogey_Free_Round,Under_70_All_Rounds,Overall_Cumulative_Score,Position_At_Hole,Cumulative_Score_Relative_to_Par,FPTS,Cumulative_FPTS,FPTS_Positions,Total_FPTS
673115,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,3,5,4.0,5,0,0,1,0,0,0,0,0,-1.0,19.0,0,0,0,150.0,7,-10.0,3.0,53.0,10,63.0
673117,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,3,4,6.0,6,0,0,0,0,0,1,0,0,2.0,25.0,0,0,0,156.0,18,-8.0,-1.0,52.0,5,57.0
673119,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,3,3,4.0,7,0,0,0,0,1,0,0,0,1.0,29.0,0,0,0,160.0,22,-7.0,-0.5,51.5,4,55.5
673121,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,3,4,4.0,8,0,0,0,1,0,0,0,0,0.0,33.0,0,0,0,164.0,23,-7.0,0.5,52.0,4,56.0
673123,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,3,4,4.0,9,0,0,0,1,0,0,0,0,0.0,37.0,0,0,0,168.0,27,-7.0,0.5,52.5,3,55.5
673125,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,3,4,4.0,10,0,0,0,1,0,0,0,0,0.0,41.0,0,0,0,172.0,27,-7.0,0.5,53.0,3,56.0
673127,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,3,4,4.0,11,0,0,0,1,0,0,0,0,0.0,45.0,0,0,0,176.0,29,-7.0,0.5,53.5,3,56.5
673129,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,3,3,3.0,12,0,0,0,1,0,0,0,0,0.0,48.0,0,0,0,179.0,29,-7.0,0.5,54.0,3,57.0
673131,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,3,4,4.0,13,0,0,0,1,0,0,0,0,0.0,52.0,0,0,0,183.0,29,-7.0,0.5,54.5,3,57.5
673133,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,3,4,4.0,14,0,0,0,1,0,0,0,0,0.0,56.0,0,0,0,187.0,29,-7.0,0.5,55.0,3,58.0
673135,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,3,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,60.0,0,0,0,191.0,22,-8.0,3.0,58.0,4,62.0
673137,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,3,3,2.0,16,0,0,1,0,0,0,0,0,-1.0,62.0,0,0,0,193.0,16,-9.0,3.0,61.0,5,66.0
673139,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,3,4,4.0,17,0,0,0,1,0,0,0,0,0.0,66.0,0,0,0,197.0,16,-9.0,0.5,61.5,5,66.5
673141,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,3,4,4.0,18,0,0,0,1,0,0,0,0,0.0,70.0,0,0,0,201.0,15,-9.0,0.5,62.0,6,68.0
673143,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,205.0,17,-9.0,0.5,62.5,5,67.5
673145,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,4,5.0,2,0,0,0,0,1,0,0,0,1.0,9.0,0,0,0,210.0,24,-8.0,-0.5,62.0,4,66.0
673147,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,3,3.0,3,0,0,0,1,0,0,0,0,0.0,12.0,0,0,0,213.0,25,-8.0,0.5,62.5,4,66.5
673149,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,4,4.0,4,0,0,0,1,0,0,0,0,0.0,16.0,0,0,0,217.0,26,-8.0,0.5,63.0,3,66.0
673151,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,5,5.0,5,0,0,0,1,0,0,0,0,0.0,21.0,0,0,0,222.0,27,-8.0,0.5,63.5,3,66.5
673153,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,4,5.0,6,0,0,0,0,1,0,0,0,1.0,26.0,0,0,0,227.0,37,-7.0,-0.5,63.0,2,65.0
673155,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,3,3.0,7,0,0,0,1,0,0,0,0,0.0,29.0,0,0,0,230.0,36,-7.0,0.5,63.5,2,65.5
673157,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,4,4.0,8,0,0,0,1,0,0,0,0,0.0,33.0,0,0,0,234.0,36,-7.0,0.5,64.0,2,66.0
673159,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,4,4.0,9,0,0,0,1,0,0,0,0,0.0,37.0,0,0,0,238.0,37,-7.0,0.5,64.5,2,66.5
673161,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,4,4.0,10,0,0,0,1,0,0,0,0,0.0,41.0,0,0,0,242.0,37,-7.0,0.5,65.0,2,67.0
673163,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,4,4.0,11,0,0,0,1,0,0,0,0,0.0,45.0,0,0,0,246.0,34,-7.0,0.5,65.5,2,67.5
673165,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,3,4.0,12,0,0,0,0,1,0,0,0,1.0,49.0,0,0,0,250.0,36,-6.0,-0.5,65.0,2,67.0
673167,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,4,4.0,13,0,0,0,1,0,0,0,0,0.0,53.0,0,0,0,254.0,39,-6.0,0.5,65.5,2,67.5
673169,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,4,3.0,14,0,0,1,0,0,0,0,0,-1.0,56.0,0,0,0,257.0,35,-7.0,3.0,68.5,2,70.5
673171,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,60.0,0,0,0,261.0,33,-8.0,3.0,71.5,2,73.5
673173,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,3,3.0,16,0,0,0,1,0,0,0,0,0.0,63.0,0,0,0,264.0,34,-8.0,0.5,72.0,2,74.0
673175,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,4,4.0,17,0,0,0,1,0,0,0,0,0.0,67.0,0,0,0,268.0,34,-8.0,0.5,72.5,2,74.5
673177,Wyndham Championship,2024-08-08,Patrick Rodgers,-8,4,4,4.0,18,0,0,0,1,0,0,0,0,0.0,71.0,0,0,0,272.0,33,-8.0,0.5,73.0,2,75.0
673215,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,4.0,24,0.0,0.5,0.5,4,4.5
673217,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,4,5.0,2,0,0,0,0,1,0,0,0,1.0,9.0,0,0,0,9.0,127,1.0,-0.5,0.0,0,0.0
673219,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,3,2.0,3,0,0,1,0,0,0,0,0,-1.0,11.0,0,0,0,11.0,60,0.0,3.0,3.0,0,3.0
673221,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,4,4.0,4,0,0,0,1,0,0,0,0,0.0,15.0,0,0,0,15.0,55,0.0,0.5,3.5,0,3.5
673223,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,5,3.0,5,0,1,0,0,0,0,0,0,-2.0,18.0,0,0,0,18.0,15,-2.0,8.0,11.5,6,17.5
673225,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,4,4.0,6,0,0,0,1,0,0,0,0,0.0,22.0,0,0,0,22.0,17,-2.0,0.5,12.0,5,17.0
673227,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,3,3.0,7,0,0,0,1,0,0,0,0,0.0,25.0,0,0,0,25.0,19,-2.0,0.5,12.5,5,17.5
673229,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,4,4.0,8,0,0,0,1,0,0,0,0,0.0,29.0,0,0,0,29.0,26,-2.0,0.5,13.0,3,16.0
673231,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,4,4.0,9,0,0,0,1,0,0,0,0,0.0,33.0,0,0,0,33.0,27,-2.0,0.5,13.5,3,16.5
673233,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,4,4.0,10,0,0,0,1,0,0,0,0,0.0,37.0,0,0,0,37.0,31,-2.0,0.5,14.0,2,16.0
673235,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,4,4.0,11,0,0,0,1,0,0,0,0,0.0,41.0,0,0,0,41.0,28,-2.0,0.5,14.5,3,17.5
673237,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,3,3.0,12,0,0,0,1,0,0,0,0,0.0,44.0,0,0,0,44.0,27,-2.0,0.5,15.0,3,18.0
673239,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,4,4.0,13,0,0,0,1,0,0,0,0,0.0,48.0,0,0,0,48.0,31,-2.0,0.5,15.5,2,17.5
673241,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,4,5.0,14,0,0,0,0,1,0,0,0,1.0,53.0,0,0,0,53.0,55,-1.0,-0.5,15.0,0,15.0
673243,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,5,5.0,15,0,0,0,1,0,0,0,0,0.0,58.0,0,0,0,58.0,75,-1.0,0.5,15.5,0,15.5
673245,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,3,3.0,16,0,0,0,1,0,0,0,0,0.0,61.0,0,0,0,61.0,77,-1.0,0.5,16.0,0,16.0
673247,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,4,4.0,17,0,0,0,1,0,0,0,0,0.0,65.0,0,0,0,65.0,77,-1.0,0.5,16.5,0,16.5
673249,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,1,4,4.0,18,0,0,0,1,0,0,0,0,0.0,69.0,0,0,0,69.0,72,-1.0,0.5,17.0,0,17.0
673251,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,73.0,71,-1.0,0.5,17.5,0,17.5
673253,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,4,4.0,2,0,0,0,1,0,0,0,0,0.0,8.0,0,0,0,77.0,72,-1.0,0.5,18.0,0,18.0
673255,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,3,3.0,3,0,0,0,1,0,0,0,0,0.0,11.0,0,0,0,80.0,74,-1.0,0.5,18.5,0,18.5
673257,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,4,4.0,4,0,0,0,1,0,0,0,0,0.0,15.0,0,0,0,84.0,78,-1.0,0.5,19.0,0,19.0
673259,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,5,5.0,5,0,0,0,1,0,0,0,0,0.0,20.0,0,0,0,89.0,97,-1.0,0.5,19.5,0,19.5
673261,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,4,4.0,6,0,0,0,1,0,0,0,0,0.0,24.0,0,0,0,93.0,96,-1.0,0.5,20.0,0,20.0
673263,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,3,3.0,7,0,0,0,1,0,0,0,0,0.0,27.0,0,0,0,96.0,97,-1.0,0.5,20.5,0,20.5
673265,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,4,5.0,8,0,0,0,0,1,0,0,0,1.0,32.0,0,0,0,101.0,113,0.0,-0.5,20.0,0,20.0
673267,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,4,4.0,9,0,0,0,1,0,0,0,0,0.0,36.0,0,0,0,105.0,114,0.0,0.5,20.5,0,20.5
673269,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,4,4.0,10,0,0,0,1,0,0,0,0,0.0,40.0,0,0,0,109.0,111,0.0,0.5,21.0,0,21.0
673271,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,4,4.0,11,0,0,0,1,0,0,0,0,0.0,44.0,0,0,0,113.0,111,0.0,0.5,21.5,0,21.5
673273,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,3,3.0,12,0,0,0,1,0,0,0,0,0.0,47.0,0,0,0,116.0,108,0.0,0.5,22.0,0,22.0
673275,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,4,3.0,13,0,0,1,0,0,0,0,0,-1.0,50.0,0,0,0,119.0,93,-1.0,3.0,25.0,0,25.0
673277,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,4,4.0,14,0,0,0,1,0,0,0,0,0.0,54.0,0,0,0,123.0,91,-1.0,0.5,25.5,0,25.5
673279,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,58.0,0,0,0,127.0,87,-2.0,3.0,28.5,0,28.5
673281,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,3,3.0,16,0,0,0,1,0,0,0,0,0.0,61.0,0,0,0,130.0,88,-2.0,0.5,29.0,0,29.0
673283,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,4,4.0,17,0,0,0,1,0,0,0,0,0.0,65.0,0,0,0,134.0,83,-2.0,0.5,29.5,0,29.5
673285,Wyndham Championship,2024-08-08,Patton Kizzire,CUT,2,4,4.0,18,0,0,0,1,0,0,0,0,0.0,69.0,0,0,0,138.0,80,-2.0,0.5,30.0,0,30.0
673323,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,4,5.0,1,0,0,0,0,1,0,0,0,1.0,5.0,0,0,0,5.0,129,1.0,-0.5,-0.5,0,-0.5
673325,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,4,4.0,2,0,0,0,1,0,0,0,0,0.0,9.0,0,0,0,9.0,127,1.0,0.5,0.0,0,0.0
673327,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,3,3.0,3,0,0,0,1,0,0,0,0,0.0,12.0,0,0,0,12.0,127,1.0,0.5,0.5,0,0.5
673329,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,4,4.0,4,0,0,0,1,0,0,0,0,0.0,16.0,0,0,0,16.0,112,1.0,0.5,1.0,0,1.0
673331,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,5,4.0,5,0,0,1,0,0,0,0,0,-1.0,20.0,0,0,0,20.0,89,0.0,3.0,4.0,0,4.0
673333,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,4,4.0,6,0,0,0,1,0,0,0,0,0.0,24.0,0,0,0,24.0,92,0.0,0.5,4.5,0,4.5
673335,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,3,3.0,7,0,0,0,1,0,0,0,0,0.0,27.0,0,0,0,27.0,91,0.0,0.5,5.0,0,5.0
673337,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,4,4.0,8,0,0,0,1,0,0,0,0,0.0,31.0,0,0,0,31.0,93,0.0,0.5,5.5,0,5.5
673339,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,4,4.0,9,0,0,0,1,0,0,0,0,0.0,35.0,0,0,0,35.0,98,0.0,0.5,6.0,0,6.0
673341,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,4,3.0,10,0,0,1,0,0,0,0,0,-1.0,38.0,0,0,0,38.0,54,-1.0,3.0,9.0,0,9.0
673343,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,4,4.0,11,0,0,0,1,0,0,0,0,0.0,42.0,0,0,0,42.0,51,-1.0,0.5,9.5,0,9.5
673345,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,3,2.0,12,0,0,1,0,0,0,0,0,-1.0,44.0,0,0,0,44.0,27,-2.0,3.0,12.5,3,15.5
673347,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,4,3.0,13,0,0,1,0,0,0,0,0,-1.0,47.0,0,0,0,47.0,14,-3.0,3.0,15.5,6,21.5
673349,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,4,4.0,14,0,0,0,1,0,0,0,0,0.0,51.0,0,0,0,51.0,13,-3.0,0.5,16.0,6,22.0
673351,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,5,5.0,15,0,0,0,1,0,0,0,0,0.0,56.0,0,0,0,56.0,20,-3.0,0.5,16.5,5,21.5
673353,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,3,3.0,16,0,0,0,1,0,0,0,0,0.0,59.0,0,0,0,59.0,21,-3.0,0.5,17.0,4,21.0
673355,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,4,5.0,17,0,0,0,0,1,0,0,0,1.0,64.0,0,0,0,64.0,46,-2.0,-0.5,16.5,1,17.5
673357,Wyndham Championship,2024-08-08,Paul Barjon,CUT,1,4,4.0,18,0,0,0,1,0,0,0,0,0.0,68.0,0,0,0,68.0,40,-2.0,0.5,17.0,2,19.0
673359,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,4,5.0,1,0,0,0,0,1,0,0,0,1.0,5.0,0,0,0,73.0,71,-1.0,-0.5,16.5,0,16.5
673361,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,4,4.0,2,0,0,0,1,0,0,0,0,0.0,9.0,0,0,0,77.0,72,-1.0,0.5,17.0,0,17.0
673363,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,3,3.0,3,0,0,0,1,0,0,0,0,0.0,12.0,0,0,0,80.0,74,-1.0,0.5,17.5,0,17.5
673365,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,4,4.0,4,0,0,0,1,0,0,0,0,0.0,16.0,0,0,0,84.0,78,-1.0,0.5,18.0,0,18.0
673367,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,5,3.0,5,0,1,0,0,0,0,0,0,-2.0,19.0,0,0,0,87.0,53,-3.0,8.0,26.0,0,26.0
673369,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,4,4.0,6,0,0,0,1,0,0,0,0,0.0,23.0,0,0,0,91.0,55,-3.0,0.5,26.5,0,26.5
673371,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,3,5.0,7,0,0,0,0,0,1,0,0,2.0,28.0,0,0,0,96.0,97,-1.0,-1.0,25.5,0,25.5
673373,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,4,4.0,8,0,0,0,1,0,0,0,0,0.0,32.0,0,0,0,100.0,102,-1.0,0.5,26.0,0,26.0
673375,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,4,4.0,9,0,0,0,1,0,0,0,0,0.0,36.0,0,0,0,104.0,98,-1.0,0.5,26.5,0,26.5
673377,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,4,4.0,10,0,0,0,1,0,0,0,0,0.0,40.0,0,0,0,108.0,97,-1.0,0.5,27.0,0,27.0
673379,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,4,4.0,11,0,0,0,1,0,0,0,0,0.0,44.0,0,0,0,112.0,97,-1.0,0.5,27.5,0,27.5
673381,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,3,4.0,12,0,0,0,0,1,0,0,0,1.0,48.0,0,0,0,116.0,108,0.0,-0.5,27.0,0,27.0
673383,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,4,4.0,13,0,0,0,1,0,0,0,0,0.0,52.0,0,0,0,120.0,109,0.0,0.5,27.5,0,27.5
673385,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,4,4.0,14,0,0,0,1,0,0,0,0,0.0,56.0,0,0,0,124.0,105,0.0,0.5,28.0,0,28.0
673387,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,60.0,0,0,0,128.0,101,-1.0,3.0,31.0,0,31.0
673389,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,3,4.0,16,0,0,0,0,1,0,0,0,1.0,64.0,0,0,0,132.0,108,0.0,-0.5,30.5,0,30.5
673391,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,4,7.0,17,0,0,0,0,0,0,1,0,3.0,71.0,0,0,0,139.0,130,3.0,-1.0,29.5,0,29.5
673393,Wyndham Championship,2024-08-08,Paul Barjon,CUT,2,4,4.0,18,0,0,0,1,0,0,0,0,0.0,75.0,0,0,0,143.0,127,3.0,0.5,30.0,0,30.0
673503,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,4.0,24,0.0,0.5,0.5,4,4.5
673505,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,4,3.0,2,0,0,1,0,0,0,0,0,-1.0,7.0,0,0,0,7.0,12,-1.0,3.0,3.5,6,9.5
673507,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,3,3.0,3,0,0,0,1,0,0,0,0,0.0,10.0,0,0,0,10.0,14,-1.0,0.5,4.0,6,10.0
673509,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,4,3.0,4,0,0,1,0,0,0,0,0,-1.0,13.0,0,0,0,13.0,7,-2.0,3.0,7.0,10,17.0
673511,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,5,5.0,5,0,0,0,1,0,0,0,0,0.0,18.0,0,0,0,18.0,15,-2.0,0.5,7.5,6,13.5
673513,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,4,5.0,6,0,0,0,0,1,0,0,0,1.0,23.0,0,0,0,23.0,43,-1.0,-0.5,7.0,1,8.0
673515,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,3,3.0,7,0,0,0,1,0,0,0,0,0.0,26.0,0,0,0,26.0,43,-1.0,0.5,7.5,1,8.5
673517,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,4,4.0,8,0,0,0,1,0,0,0,0,0.0,30.0,0,0,0,30.0,48,-1.0,0.5,8.0,1,9.0
673519,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,4,4.0,9,0,0,0,1,0,0,0,0,0.0,34.0,0,0,0,34.0,49,-1.0,0.5,8.5,1,9.5
673521,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,4,3.0,10,0,0,1,0,0,0,0,0,-1.0,37.0,0,0,0,37.0,31,-2.0,3.0,11.5,2,13.5
673523,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,4,4.0,11,0,0,0,1,0,0,0,0,0.0,41.0,0,0,0,41.0,28,-2.0,0.5,12.0,3,15.0
673525,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,3,3.0,12,0,0,0,1,0,0,0,0,0.0,44.0,0,0,0,44.0,27,-2.0,0.5,12.5,3,15.5
673527,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,4,4.0,13,0,0,0,1,0,0,0,0,0.0,48.0,0,0,0,48.0,31,-2.0,0.5,13.0,2,15.0
673529,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,4,4.0,14,0,0,0,1,0,0,0,0,0.0,52.0,0,0,0,52.0,31,-2.0,0.5,13.5,2,15.5
673531,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,5,6.0,15,0,0,0,0,1,0,0,0,1.0,58.0,0,0,0,58.0,75,-1.0,-0.5,13.0,0,13.0
673533,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,3,2.0,16,0,0,1,0,0,0,0,0,-1.0,60.0,0,0,0,60.0,47,-2.0,3.0,16.0,1,17.0
673535,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,4,4.0,17,0,0,0,1,0,0,0,0,0.0,64.0,0,0,0,64.0,46,-2.0,0.5,16.5,1,17.5
673537,Wyndham Championship,2024-08-08,Peter Malnati,CUT,1,4,4.0,18,0,0,0,1,0,0,0,0,0.0,68.0,0,0,0,68.0,40,-2.0,0.5,17.0,2,19.0
673539,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,72.0,38,-2.0,0.5,17.5,2,19.5
673541,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,4,4.0,2,0,0,0,1,0,0,0,0,0.0,8.0,0,0,0,76.0,44,-2.0,0.5,18.0,1,19.0
673543,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,3,3.0,3,0,0,0,1,0,0,0,0,0.0,11.0,0,0,0,79.0,54,-2.0,0.5,18.5,0,18.5
673545,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,4,5.0,4,0,0,0,0,1,0,0,0,1.0,16.0,0,0,0,84.0,78,-1.0,-0.5,18.0,0,18.0
673547,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,5,4.0,5,0,0,1,0,0,0,0,0,-1.0,20.0,0,0,0,88.0,76,-2.0,3.0,21.0,0,21.0
673549,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,4,3.0,6,0,0,1,0,0,0,0,0,-1.0,23.0,0,0,0,91.0,55,-3.0,3.0,24.0,0,24.0
673551,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,3,4.0,7,0,0,0,0,1,0,0,0,1.0,27.0,0,0,0,95.0,77,-2.0,-0.5,23.5,0,23.5
673553,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,4,4.0,8,0,0,0,1,0,0,0,0,0.0,31.0,0,0,0,99.0,78,-2.0,0.5,24.0,0,24.0
673555,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,4,5.0,9,0,0,0,0,1,0,0,0,1.0,36.0,0,0,0,104.0,98,-1.0,-0.5,23.5,0,23.5
673557,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,4,5.0,10,0,0,0,0,1,0,0,0,1.0,41.0,0,0,0,109.0,111,0.0,-0.5,23.0,0,23.0
673559,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,4,6.0,11,0,0,0,0,0,1,0,0,2.0,47.0,0,0,0,115.0,123,2.0,-1.0,22.0,0,22.0
673561,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,3,3.0,12,0,0,0,1,0,0,0,0,0.0,50.0,0,0,0,118.0,122,2.0,0.5,22.5,0,22.5
673563,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,4,4.0,13,0,0,0,1,0,0,0,0,0.0,54.0,0,0,0,122.0,122,2.0,0.5,23.0,0,23.0
673565,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,4,4.0,14,0,0,0,1,0,0,0,0,0.0,58.0,0,0,0,126.0,119,2.0,0.5,23.5,0,23.5
673567,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,62.0,0,0,0,130.0,116,1.0,3.0,26.5,0,26.5
673569,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,3,3.0,16,0,0,0,1,0,0,0,0,0.0,65.0,0,0,0,133.0,115,1.0,0.5,27.0,0,27.0
673571,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,4,3.0,17,0,0,1,0,0,0,0,0,-1.0,68.0,0,0,0,136.0,109,0.0,3.0,30.0,0,30.0
673573,Wyndham Championship,2024-08-08,Peter Malnati,CUT,2,4,4.0,18,0,0,0,1,0,0,0,0,0.0,72.0,0,0,0,140.0,105,0.0,0.5,30.5,0,30.5
673646,Wyndham Championship,2024-08-08,Pierceson Coody,-2,1,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,4.0,24,0.0,0.5,0.5,4,4.5
673647,Wyndham Championship,2024-08-08,Pierceson Coody,-2,1,4,4.0,2,0,0,0,1,0,0,0,0,0.0,8.0,0,0,0,8.0,50,0.0,0.5,1.0,1,2.0
